timestamp,tweet_id,name,dog_rate,dog_stage,dog_breed,retweet_count,favorite_count,jpg_url,dog_conf
2017-07-22 16:56:37,888804989199671297,Zeke,1.3,,Golden retriever,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,0.46976
2017-07-22 00:23:06,888554962724278272,Ralphus,1.3,,Siberian husky,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,0.700377
2017-07-20 16:49:33,888078434458587136,Gerald,1.2,,French bulldog,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,0.995026
2017-07-19 16:06:48,887705289381826560,Jeffrey,1.3,,Basset,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,0.821664
2017-07-19 03:39:09,887517139158093824,such,1.4,,,12082,46959,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,0.0
2017-07-19 00:47:34,887473957103951883,Canela,1.3,,Pembroke,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,0.809197
2017-07-18 16:08:03,887343217045368832,,1.3,,Mexican hairless,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,0.330741
2017-07-18 00:07:08,887101392804085760,,1.2,,Samoyed,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,0.733942
2017-07-17 16:17:36,886983233522544640,Maya,1.3,,Chihuahua,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,0.793469
2017-07-16 23:58:41,886736880519319552,Mingus,1.3,,Kuvasz,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,0.309706
2017-07-16 20:14:00,886680336477933568,Derek,1.3,,,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,0.0
2017-07-15 23:25:31,886366144734445568,Roscoe,1.2,pupper,French bulldog,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,0.999201
2017-07-15 16:17:19,886258384151887873,Waffles,1.3,,Pug,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,0.943575
2017-07-14 22:10:11,885984800019947520,Jimbo,1.2,,Blenheim spaniel,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,0.972494
2017-07-13 15:58:47,885528943205470208,Maisey,1.3,,Pug,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,0.369275
2017-07-12 16:03:00,885167619883638784,,1.3,,Malamute,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,0.8124819999999999
2017-07-12 00:01:00,884925521741709313,Earl,1.2,,Italian greyhound,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,0.259916
2017-07-11 20:47:12,884876753390489601,Lola,1.3,,Chow,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,0.822103
2017-07-11 00:00:02,884562892145688576,Kevin,1.3,,Pug,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,0.5464060000000001
2017-07-10 15:58:53,884441805382717440,,1.4,,Pembroke,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,0.993225
2017-07-09 21:29:42,884162670584377345,Yogi,1.2,doggo,German shepherd,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,0.707046
2017-07-09 00:00:04,883838122936631299,Noah,1.2,,Doberman,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,0.610946
2017-07-08 00:28:19,883482846933004288,Bella,0.5,,Golden retriever,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,0.943082
2017-07-07 16:22:55,883360690899218434,Grizzwald,1.3,floofer,Chow,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,0.987997
2017-07-07 00:17:54,883117836046086144,,1.3,,Golden retriever,6949,37914,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,0.949562
2017-07-06 15:58:11,882992080364220416,Rusty,1.3,,Eskimo dog,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,0.466778
2017-07-06 00:46:41,882762694511734784,Gus,1.2,pupper,Labrador retriever,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,0.85005
2017-07-05 15:48:34,882627270321602560,Stanley,1.3,,Pembroke,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,0.542982
2017-07-04 16:01:23,882268110199369728,Alfy,1.3,,Golden retriever,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,0.762211
2017-07-04 01:18:17,882045870035918850,Koko,1.3,,Golden retriever,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,0.00694063
2017-07-03 16:04:48,881906580714921986,Rey,1.2,,Weimaraner,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,0.291539
2017-07-03 00:11:11,881666595344535552,Gary,1.3,pupper,Saluki,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,0.529012
2017-07-02 15:32:16,881536004380872706,,1.4,pupper,Samoyed,16570,50199,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,0.281463
2017-07-01 21:49:04,881268444196462592,Elliot,1.2,,,5358,23501,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,0.0
2017-06-30 23:47:07,880935762899988482,Louis,1.3,,,2886,17346,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,0.0
2017-06-30 19:35:32,880872448815771648,,1.2,,Pembroke,3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,0.791416
2017-06-29 16:39:47,880465832366813184,Bella,1.2,,Golden retriever,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,0.913255
2017-06-29 00:27:25,880221127280381952,Jesse,1.2,,Chihuahua,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,0.238525
2017-06-28 16:09:20,880095782870896641,,1.1,,Miniature pinscher,4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,0.120298
2017-06-28 00:42:13,879862464715927552,Romeo,1.3,,Basset,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,0.813507
2017-06-27 00:10:17,879492040517615616,Bailey,1.2,,German short-haired pointer,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,0.479896
2017-06-26 19:07:24,879415818425184262,Duddles,1.3,,English springer,45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,0.383404
2017-06-26 16:31:08,879376492567855104,Jack,1.2,,Labrador retriever,3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,0.0334961
2017-06-25 18:56:45,879050749262655488,Steven,1.1,,,4941,23022,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,0.0
2017-06-25 16:07:47,879008229531029506,Beau,1.3,,Vizsla,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,0.960513
2017-06-25 00:45:22,878776093423087618,Snoopy,1.3,puppo,Italian greyhound,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,0.734684
2017-06-23 16:00:04,878281511006478336,Shadow,1.3,,Basset,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,0.32042
2017-06-23 01:10:23,878057613040115712,Emmy,1.4,,French bulldog,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,0.839097
2017-06-22 03:54:17,877736472329191424,Aja,1.3,,Chesapeake bay retriever,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,0.8379559999999999
2017-06-21 15:58:08,877556246731214848,Penny,1.2,,Basset,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,0.995368
2017-06-21 00:06:44,877316821321428993,Dante,1.3,,Saluki,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,0.5099670000000001
2017-06-20 16:29:50,877201837425926144,Nelly,1.2,,Pembroke,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,0.93112
2017-06-19 16:24:33,876838120628539392,Ginger,1.2,pupper,Bloodhound,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,0.575751
2017-06-18 16:57:37,876484053909872640,Benedict,1.3,,Golden retriever,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,0.874566
2017-06-17 16:52:05,876120275196170240,Venti,1.3,puppo,Bernese mountain dog,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,0.534327
2017-06-16 16:11:53,875747767867523072,Goose,1.3,,Labrador retriever,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,0.799551
2017-06-15 00:13:52,875144289856114688,Nugget,1.3,,Siberian husky,5081,22185,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,0.245048
2017-06-14 16:04:48,875021211251597312,,1.2,,West highland white terrier,4922,26022,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,0.7143189999999999
2017-06-13 17:29:20,874680097055178752,Cash,1.2,,Labrador retriever,4875,28439,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,0.836052
2017-06-12 16:06:11,874296783580663808,Jed,1.3,pupper,Cocker spaniel,4308,26651,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,0.437216
2017-06-12 00:15:36,874057562936811520,,1.2,,Flat-coated retriever,4125,23134,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,0.8321770000000001
2017-06-11 21:18:31,874012996292530176,Sebastian,1.3,puppo,Cardigan,11007,35501,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,0.806674
2017-06-10 16:39:04,873580283840344065,,1.3,,Newfoundland,4143,24837,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,0.678537
2017-06-09 16:22:42,873213775632977920,Sierra,1.2,pupper,Vizsla,1667,7467,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,0.6197819999999999
2017-06-09 00:02:31,872967104147763200,,1.2,doggo,Labrador retriever,5669,28031,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,0.476913
2017-06-08 14:20:41,872820683541237760,,1.3,,Pug,3884,15029,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,0.99912
2017-06-08 01:06:27,872620804844003328,Monkey,1.3,,Cocker spaniel,3911,21309,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,0.513191
2017-06-07 16:14:40,872486979161796608,,1.2,,Pembroke,9429,41606,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,0.931861
2017-06-07 01:19:32,872261713294495745,Harry,1.3,,Labrador retriever,6649,35085,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,0.972019
2017-06-06 16:07:15,872122724285648897,Kody,1.2,,Pug,8549,35324,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,0.06673630000000001
2017-06-06 00:01:46,871879754684805121,Lassie,1.3,puppo,Shetland sheepdog,11918,39090,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,0.969171
2017-06-05 16:15:56,871762521631449091,Rover,1.2,pupper,Labrador retriever,3678,20787,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,0.921393
2017-06-04 23:56:03,871515927908634625,Napolean,1.2,doggo,Komondor,3628,20730,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,0.974781
2017-06-03 15:55:36,871032628920680449,Boomer,1.3,,Kelpie,3999,23255,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,0.3980530000000001
2017-06-03 00:48:22,870804317367881728,,1.1,,,6393,33791,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,0.0
2017-06-02 15:00:16,870656317836468226,Cody,1.3,,Pembroke,2817,12819,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,0.945495
2017-06-01 20:18:38,870374049280663552,Zoey,1.3,,Golden retriever,27680,85011,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,0.841001
2017-06-01 16:00:09,870308999962521604,Rumble,1.3,,Greater swiss mountain dog,4384,22453,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,0.6227520000000001
2017-05-31 23:43:25,870063196459192321,Clifford,1.4,,,8840,37771,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,0.0
2017-05-31 04:27:59,869772420881756160,Dewey,1.3,,Pembroke,10663,43710,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,0.980148
2017-05-30 23:51:58,869702957897576449,Stanley,1.3,,Pembroke,6728,29116,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,0.993449
2017-05-30 16:49:31,869596645499047938,Scout,1.2,doggo,Chihuahua,3327,16476,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,0.955156
2017-05-29 16:24:37,869227993411051520,Gizmo,1.3,,Pembroke,4023,21112,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,0.664181
2017-05-28 17:23:24,868880397819494401,Walter,1.4,,French bulldog,12518,55098,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,0.0999839
2017-05-28 00:18:35,868622495443632128,,1.3,,Labrador retriever,6275,28295,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,0.868107
2017-05-27 19:39:34,868552278524837888,Cooper,1.2,,Whippet,2240,10539,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,0.378151
2017-05-26 00:29:37,867900495410671616,,1.2,,Labrador retriever,4439,24964,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,0.522644
2017-05-25 16:10:44,867774946302451713,Harold,1.3,,Border collie,7788,35179,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,0.661953
2017-05-24 16:44:18,867421006826221569,Shikha,1.2,puppo,Eskimo dog,2697,16755,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,0.6164569999999999
2017-05-23 16:16:06,867051520902168576,,1.3,,Samoyed,8425,33420,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,0.471403
2017-05-22 16:06:55,866686824827068416,Lili,1.2,puppo,Flat-coated retriever,3727,20070,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,0.51473
2017-05-22 00:28:40,866450705531457537,Jamesy,1.3,pupper,French bulldog,32883,106827,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,0.905334
2017-05-21 16:48:45,866334964761202691,Coco,1.2,,Samoyed,15546,54720,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,0.984086
2017-05-19 23:57:46,865718153858494464,Boomer,1.3,,Golden retriever,6008,26640,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,0.673664
2017-05-19 00:12:11,865359393868664832,Sammy,1.3,,Chesapeake bay retriever,5384,27530,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,0.832435
2017-05-18 00:50:50,865006731092295680,Nelly,1.3,,Pembroke,8209,29063,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,0.989882
2017-05-17 16:00:15,864873206498414592,,1.4,,,9361,33651,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,0.0
2017-05-16 00:41:21,864279568663928832,Meatball,1.2,,Bull mastiff,3266,15195,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,0.668613
2017-05-15 19:14:50,864197398364647424,Paisley,1.3,,Golden retriever,9616,31459,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,0.945905
2017-05-15 00:02:33,863907417377173506,Albus,1.3,,,4441,21477,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,0.0
2017-05-14 00:34:33,863553081350529029,Neptune,1.3,,Eskimo dog,4489,15935,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,0.41333
2017-05-13 16:33:49,863432100342583297,Belle,1.2,,Staffordshire bullterrier,5664,24829,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,0.690517
2017-05-12 16:05:02,863062471531167744,Quinn,1.3,,French bulldog,2687,8945,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,0.935804
2017-05-12 00:46:44,862831371563274240,Zooey,1.3,,Australian terrier,5457,20011,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,0.207281
2017-05-11 17:34:13,862722525377298433,Dave,1.1,,Basset,3809,17779,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,0.39333
2017-05-11 00:01:27,862457590147678208,Jersey,1.3,,,5388,21492,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,0.0
2017-05-10 00:08:34,862096992088072192,,1.3,,Chow,21840,66437,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,0.677589
2017-05-08 00:54:59,861383897657036800,Hobbes,1.3,,Cardigan,11528,37744,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,0.771008
2017-05-07 18:36:02,861288531465048066,,1.3,,Bouvier des flandres,4479,18032,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,0.0826102
2017-05-06 23:49:50,861005113778896900,Burt,1.2,,German shepherd,4119,17538,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,0.507951
2017-05-05 18:36:06,860563773140209665,Lorenzo,1.3,,Cardigan,2334,7878,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,0.583936
2017-05-05 16:00:04,860524505164394496,Carl,1.3,,Bedlington terrier,5698,24678,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,0.286558
2017-05-04 23:34:55,860276583193509888,Jordy,1.2,,,3745,19154,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,0.0
2017-05-04 17:30:24,860184849394610176,,1.4,,,6295,17474,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,0.0
2017-05-04 00:15:58,859924526012018688,Milky,1.2,,French bulldog,4349,20021,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,0.254587
2017-05-03 19:26:06,859851578198683649,Trooper,1.3,,Labrador retriever,3780,16105,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,0.899086
2017-05-03 03:17:27,859607811541651456,Zoey,1.3,puppo,Golden retriever,1704,19476,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,0.8955290000000001
2017-05-02 00:04:57,859196978902773760,quite,1.2,,Malamute,25661,75193,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,0.216163
2017-05-01 15:58:40,859074603037188101,,1.3,,,14740,35553,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,0.0
2017-05-01 00:40:27,858843525470990336,,1.3,doggo,Golden retriever,3771,16304,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,0.57812
2017-04-30 00:02:42,858471635011153920,Sophie,1.3,,Pembroke,5271,22640,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,0.987407
2017-04-28 23:57:28,858107933456039936,Wyatt,1.2,,Golden retriever,3154,16524,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,0.863874
2017-04-28 16:08:49,857989990357356544,Rosie,1.2,,French bulldog,2812,16952,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,0.43258
2017-04-28 00:00:54,857746408056729600,Thor,1.3,,Labrador retriever,11524,36021,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,0.919832
2017-04-27 00:38:11,857393404942143489,,1.3,,Malamute,1785,6236,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,0.8415969999999999
2017-04-26 16:00:39,857263160327368704,Oscar,1.3,,Samoyed,4934,21041,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,0.998021
2017-04-26 00:33:27,857029823797047296,Zeke,1.2,,Golden retriever,4364,19910,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,0.968623
2017-04-24 16:22:16,856543823941562368,Callie,1.2,,Boston bull,3131,17135,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,0.30691
2017-04-23 23:01:59,856282028240666624,Cermet,1.4,,Chihuahua,6841,29086,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,0.8765430000000001
2017-04-22 18:31:02,855851453814013952,,1.3,puppo,Flat-coated retriever,19196,47844,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,0.321676
2017-04-21 16:33:22,855459453768019968,quite,1.2,,Blenheim spaniel,8987,31657,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,0.389513
2017-04-19 16:25:34,854732716440526848,Marlee,1.2,,Pembroke,6690,24188,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,0.6955479999999999
2017-04-18 23:50:52,854482394044301312,Arya,1.3,,Chihuahua,7608,31131,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,0.26024200000000003
2017-04-18 16:05:17,854365224396361728,Einstein,1.3,,Pembroke,5159,20046,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,0.90708
2017-04-17 23:52:16,854120357044912130,,1.4,pupper,Black-and-tan coonhound,8285,33911,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,0.8548610000000001
2017-04-17 16:34:26,854010172552949760,,1.1,floofer,English springer,3433,17169,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,0.354733
2017-04-17 00:03:50,853760880890318849,Alice,1.2,,Miniature pinscher,6403,30414,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,0.29251900000000003
2017-04-16 16:00:07,853639147608842240,,1.3,,German shepherd,11265,37198,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,0.509879
2017-04-15 17:32:18,853299958564483072,Rumpole,1.3,,,3928,16508,https://pbs.twimg.com/media/C9eHyF7XgAAOxPM.jpg,0.0
2017-04-14 15:51:39,852912242202992640,Benny,1.2,,Great dane,2037,9658,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,0.7837649999999999
2017-04-13 23:59:28,852672615818899456,Aspen,1.2,,Golden retriever,2388,15939,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,0.7112350000000001
2017-04-13 16:05:56,852553447878664193,Jarod,1.3,,Bloodhound,3885,17492,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,0.186498
2017-04-13 00:03:59,852311364735569921,Wiggles,1.3,,,10961,35325,https://pbs.twimg.com/media/C9QEqZ7XYAIR7fS.jpg,0.0
2017-04-12 18:25:07,852226086759018497,General,1.4,,,7570,21378,https://pbs.twimg.com/ext_tw_video_thumb/852223481894903808/pu/img/JWNq40ol4DXvHoUP.jpg,0.0
2017-04-12 16:00:27,852189679701164033,Sailor,1.2,,Bernese mountain dog,1741,12217,https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg,0.415374
2017-04-11 00:24:08,851591660324737024,,1.1,,Cardigan,3819,17300,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,0.394507
2017-04-10 16:00:07,851464819735769094,Iggy,1.4,,,7855,25944,https://pbs.twimg.com/media/C9ECujZXsAAPCSM.jpg,0.0
2017-04-10 00:06:42,851224888060895234,Snoop,1.3,,Standard poodle,6350,22090,https://pbs.twimg.com/media/C9AohFoWsAUmxDs.jpg,0.00568265
2017-04-08 16:54:09,850753642995093505,Kyle,1.1,,Pug,10352,33348,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,0.996952
2017-04-07 16:10:12,850380195714523136,Leo,1.3,,Yorkshire terrier,2915,13994,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,0.249012
2017-04-07 00:38:06,850145622816686080,Riley,1.1,,Kelpie,4244,17519,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg,0.10539
2017-04-06 16:18:05,850019790995546112,Boomer,1.2,pupper,Shetland sheepdog,5459,21944,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,0.759907
